,author,title,text,source,bias,article_type
83,The Quint,No Bikinis on Indian Streets: Tourism Minister to Foreigners - The Quint,"For foreigners (and others) looking to sport bikinis in India, tourism minister KJ Alphons has some advice. In an interview to  the minister said every country has a certain â€œcode of conductâ€ that must be adhered to by foreigners, which is in tandem with the countryâ€™s culture and traditions. The minister, who had earlier said foreigners should eat beef in their own country, argued that when Indians respect the culture of foreign countries when they go abroad, then foreign tourists must also be expected to do the same. In reference to his beef comment, he also said he was on a â€œlearning curveâ€ and that politicians must be allowed leeway for the same. Known as the â€œdemolition manâ€ for his work in the Delhi Development Authority, the Minister asserted that heâ€™s a â€œliberalâ€ who believes in upholding the rights of people to do what they want, but there must be a â€œbottom lineâ€. He added that Indians face a similar imposition in France or Germany where they are often admonished for being too â€œnoisyâ€. Indians who laugh too loudly at restaurants in these countries are either thrown out or stared at, he said. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
84,Reuters,Xiâ€™s Trusted â€˜Firefighterâ€™ Lieutenant Becomes Chinaâ€™s Vice-Prez - The Quint,"Chinaâ€™s largely rubber-stamp parliament chose former top graft-buster Wang Qishan, a key ally of President Xi Jinping, as vice-president on Saturday, 17 March, a widely expected move that nonetheless breaks with convention and underlines Xiâ€™s dominant authority. Xi was also re-elected president by the parliament, with no votes cast against him. The body is packed with party loyalists and there was no chance he would not win the vote. Wang bowed twice and then walked over to Xi to shake his hand after the vote was announced inside Beijingâ€™s Great Hall of the People. Only one person voted against Wang out of the 2,970 votes cast. Xi and Wang spoke only to pledge allegiance to the constitution, with Wang giving the podium an emphatic tap after he finished. He was a major player in Xiâ€™s battle against corruption, with dozens of senior officials jailed during his tenure as the top graft-fighter, including the fearsome domestic security chief Zhou Yongkang, now serving life in jail. Zhao Wanping, a delegate from the central province of Anhui, told Reuters Wangâ€™s election was in line with the will of the people, pointing to his anti-corruption efforts. Last Sunday, parliament voted to amend the constitution, which removed presidential and vice-presidential term limits, meaning Xi can stay in power indefinitely, a move the government has presented as widely welcomed despite criticism that has evaded the censors and seeped onto Chinese social media. Wangâ€™s appointment has the potential to reshape what has traditionally been a ceremonial role. Chinaâ€™s relationship with the United States is likely to be a key part of his remit, according to diplomats and sources with ties to the leadership. Cabestan said Wang would likely be considerably more influential than his immediate predecessor, Li Yuanchao, given his close relationship with Xi and greater international profile. But any effort by China to elevate formal exchanges with the United States on tricky trade issues, for example from a cabinet to vice-presidential level, would require the White Houseâ€™s consent too. Wang also speaks no English. US President Donald Trump is seeking to impose tariffs on up to $60 billion of Chinese imports and will target the technology and telecommunications sectors, two people who had discussed the issue with the Trump administration said this week. Whether Xi could retain Wang in a senior role despite his reaching retirement age had been seen as a key measure of Xiâ€™s power and the subject of much speculation in the lead-up to this monthâ€™s National Peopleâ€™s Congress. Despite holding no official senior party role, Wang has taken center stage at plenary sessions this parliament, seated immediately next to the seven members of the Standing Committee, in a clear indication of his actual status. At the opening session where Premier Li Keqiang presented the governmentâ€™s work report, Wang cut a relaxed figure, staring straight ahead impassively while other delegates busily read and jotted down notes. Protocol at major political events, including seating arrangements and the order in which leaders are shown in state news bulletins, are tightly choreographed to convey a political message. Wang cast his ballot on Saturday immediately after Han Zheng, the seventh-ranked and most junior Standing Committee member, drawing enthusiastic applause from the other delegates Wang has otherwise kept a relatively low profile at parliament so far, with no state media reports of any visits to other provincial delegations to rally legislators, as members of the Standing Committee have done, including Xi. Cao Huiquan, a Hunan delegate who heads the provinceâ€™s Economic and Information Technology Commission, told Reuters last week that Wang had taken part in the Hunan delegationâ€™s discussions of Liâ€™s work report. On Saturday, parliament also formally approved a government restructuring plan that merges Chinaâ€™s banking and insurance regulators, gives new powers to policymaking bodies such as the central bank and creates new ministries. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
85,Amulya Ganguli,"As the Season Changes, Excessive Pride is Letting BJP Down - The Quint","If one explanation has to be given for the BJP's electoral ills in the Hindi heartland and nearby states, it is arrogance. Even more than the Narendra Modi government's failures on the employment and agricultural fronts, it is the party's and the government's haughtiness, reflected in the vice president M Venkaiah Naidu's characterisation of Modi as â€œGod's gift to the nationâ€, which has been undermining the party's standing. The party also neatly divided the people into ""Ramzade"" (children of the Hindu god, Ram) and ""haramzade"" or illegitimate children, as Union minister Sadhvi Niranjan Jyoti, so eloquently put it. Any opponent of the party was promptly placed in the anti-national or anti-Hindu category and told to go to Pakistan if he favoured the consumption of beef. Tourism Minister KJ Alphons advised visitors from abroad to eat all their beef before coming to India. The reaction against the BJP's hate was slow to take shape presumably because the people, especially youngsters, retained their faith in the Prime Minister's â€œSabka saath, sabka vikasâ€ (or development for all) promise. It still works in states like Tripura, which has seen little economic growth under prolonged communist rule. Now, the Uttar Pradesh by-polls have provided resounding confirmation of the slide in the party's fortunes in mainland India. For Chief Minister Yogi Adityanath to lose in his redoubt of Gorakhpur, where he is the head priest of the Gorakhnath temple, is far more indicative of the way the cookie is crumbling than the fall of the former chief minister Manik Sarkar's government in Tripura, which was a cause of elation in saffron ranks. Adityanath's ascent was meant to be a kick in the teeth for the ""secular"" camp, which could not believe that a Hindutva hawk would be made the Chief Minister of India's largest state. The other reason why the BJP would be stupefied is that it will now have to shelve its decision to field Adityanath as the third main campaigner for the party after Modi and party president Amit Shah. Till now, the Chief Minister had been deputed to election-bound states to boast about the ""developments"" that were taking place in Uttar Pradesh. Now, he will be an ""unstarred"" campaigner, as a Congress minister in Karnataka has mockingly said. It is not unlikely that Adityanath will be derided on the next occasion when he addresses an election rally. His admission that over-confidence led to the BJP's defeats in Gorakhpur and Phulpur is only partially correct, for it was not so much self-assurance which undercut the party but supercilious pride of being saviours of the nation from its ""enemies"". The three or four ""captive"" television channels of the BJP have also been ringing alarm bells about the caste-based combination of the Samajwadi Party (SP) and the Bahujan Samaj Party (BSP), as well as the Rashtriya Janata Dal (RJD), bringing down the ""nationalist"" BJP in Uttar Pradesh and Bihar. Even then, it is clear that the successes of these parties have sent out the message to the Congress and other opposition parties that the ground is ripe for unseating the BJP by a united front. Till now, the BJP's only hope of staying afloat was the disarray in opposition ranks. It may have also placed considerable faith in the machinations of cynical old-timers like Mulayam Singh Yadav to create fissures in the non-BJP ranks of the kind which enabled it to win big in Uttar Pradesh last year. But the times are changing. Young leaders like Akhilesh Yadav have shown that it is possible to overcome the earlier two-decade-old enmity between the SP and the BSP to bring the BJP to heel. The RJD has also demonstrated that its M-Y (Muslim-Yadav) base of support has remained intact despite laloo Prasad Yadav's incarceration. Besides, the Bihar outcome has shown that the latter's son, Tajeshwi, has found his political feet. There are now several relatively young leaders like Rahul Gandhi, Akhilesh Yadav, Tajeshwi, Jignesh Mewani who are in the field. As Rahul Gandhi's recent meeting with Sharad Pawar showed, they are now taking the initiative along with elders like Sonia Gandhi to bring the opposition parties together on a common platform. If they succeed, the BJP's chances of repeating 2014 in the next general election are dim. (The Quint is now on WhatsApp. To receive handpicked stories on topics you care about, subscribe to our WhatsApp services. Just go to   and hit the Subscribe button.",quint,left,political
86,The Quint,"Pune Transwoman Denied Entry Into Mall, to Take Legal Action - The Quint","A transwoman was allegedly stopped from entering a shopping mall in Pune on Friday, 16 March. Sonali Dalvi went to Phoenix Market City with her friend, Manoj Boilkar. In a two-and-a-half minute video that Boilkar recorded â€“ which has gone viral on social media â€“ Dalvi can be seen waiting at the mallâ€™s gate after she was stopped by security. She demands to see any official document that prohibits her entering the mall. According to , when the duo reached gate number 5 of the mall for security check, Boilkar went to the menâ€™s security check and Dalvi went to the female section. While Boilkar was allowed to pass, the female security guard allegedly refused to frisk Dalvi and asked her to step out. The mall authorities then allegedly told Dalvi that she would not be allowed to enter the mall as she was a transgender person. Dalvi said that she demanded a statement of the mall policy stating that she would not be allowed to enter being a transwoman, but the officials could not provide any. She has decided to take legal action against the mall, the report added. â€œWe tried asking them what the problem was, and when they claimed that she will not be allowed since she is a transgender, I decided to shoot the entire thing on my mobile phoneâ€, Boilkar, who shot the entire episode on phone, told  . According to  , the mall came out with a statement and had a different story to tell. While Dalvi claims that she was made to wait for over an hour, the mall authorities say that she was allowed entry in less than five minutes. The statement by Phoenix Market City, published by  reads: â€œWe would like to state that on the basis of the detailed report from the security agency, the person in question was asked for verification by the security guards and directed to the desired destination in less than five minutes. We regret any inconvenience caused to the customer but security precautions are part of the process. We would also like to clearly state that we neither had nor have any intentions of hurting sentiments or discriminating against anyone on the basis of their caste or gender. In fact we strongly believe in an inclusive society. It is a public space and everyone is welcome.â€ Rajiv Malla, director of the mall said the mall authorities will sensitise the staff. â€œThis woman has visited the mall in past and there have been no such issues. We checked CCTV footage, we'll sensitise our staff for future. Everyone is welcome and allowed hereâ€, said Malla. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,sports
87,Anubhav Mishra,"BJP Uses Anger, We Use Love: Rahul Gandhi Opens Congress Plenary - The Quint","Video Editor: Mohd Irshad Alam Congress President Rahul Gandhi on Saturday said he wanted to build a strong and vibrant party with the help of all delegates. Delivering his opening speech at the AICC plenary session in New Delhi, the Congress President took a dig at the Bharatiya Janta Party (BJP), accusing the saffron party of using anger as a tool. Gandhi further added the country is sad by what is happening in the country and only the grand old party can show the way forward. Gandhi said that the Congress was the only party that â€œcan unite the nation and take it forwardâ€. He also said that the members of the Congress are fighting hard to keep the partyâ€™s ideology live. The party will adopt four resolutions â€“ one each on the political situation, the economic front and the foreign affairs, besides a separate one on agriculture, unemployment and poverty alleviation.  Senior leaders, including UPA chairperson Sonia Gandhi, former Prime Minister Manmohan Singh, former Finance Minister P Chidambaram, Ghulam Nabi Azad are attending the event. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
88,Reuters,Facebook Suspends Trumpâ€™s Data Analytics Firm For Policy Violation,"Facebook Inc on Friday, 16 March, said that it was suspending consulting firm Strategic Communication Laboratories (SCL) and its political data analytics firm Cambridge Analytica after it found they had violated its policies. Facebook said in a statement that it learned in 2015 that a psychology professor at the University of Cambridge, Aleksandr Kogan, ""lied to us and violated our Platform Policies by passing data from an app that was using Facebook Login to SCL/Cambridge Analytica, which does political, government and military work around the globe. He also passed that data to Christopher Wylie of Eunoia Technologies, Inc."" The company said Kogan billed his app on Facebook as ""a research app used by psychologists."" About 270,000 people downloaded the app, and in so doing, gave their consent for Kogan to access information such as the city they set on their profile or content they had liked, as well as more limited information about friends who had their privacy settings set to allow it. Facebook said Kogan gained access to the information ""in a legitimate way"" but ""he did not subsequently abide by our rules,"" saying that by on passing information to a third party, including SCL/Cambridge Analytica and Wylie of Eunoia ""he violated our platform policies."" Facebook said it removed Kogan's app when it learned of the violation in 2015 and asked for certification from Kogan and all parties he had given data to that the information had been destroyed. Although Cambridge Analytica, Kogan and Wylie certified that they had destroyed the data,Facebook said it found out several days ago that not all data was deleted. Facebook said it is investigating to determine the accuracy of the claims. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
89,The Quint,Cong Political Resolution: â€˜No One Can Dictate What We Wear & Eatâ€™ - The Quint,"In its political resolution, moved at the 84th Congress Plenary session, on 17 March, the Rahul Gandhi-led party launched a scathing attack on the BJP-RSS. India's core constitutional values are under attack and freedom of all is in jeopardy, with institutions under stress and their independence compromised, the political resolution noted. The Congress resolved to bring together all like-minded parties and formulate a common and workable programme to defeat the BJP-RSS in the 2019 general election. This indication of a pre-poll tie-up comes in the wake of efforts by the party to evolve a consensus among various opposition parties to unitedly take on the BJP. Here are the key excerpts from the Congressâ€™ political resolution: The party hit out at the BJP-RSS ideology, alleging that it was creating an environment of â€œdistrust, fear and intimidationâ€ in pursuit of their â€œinsidious and divisive agendaâ€. The resolution reads: â€œThe prime minister and the BJP government are intolerant of any criticism and remain in arrogant denial. The RSS-BJP is misrepresenting, distorting and misusing religion to exploit the sentiments of the people and capture political powerâ€. The Congress condemned the BJP government for â€œbrazen abuse of power and misuse of central agencies for targeted political vendetta to harass, humiliate and persecute its political opponentsâ€. The Congressâ€™ political resolution said that under the BJP regime, the people of the country, be it farmers, labourers, unorganised sector workers, self-employed, Dalits, traders, minorities and the poor have been â€œbetrayedâ€. Calling the BJP â€œauthoritarian, divisive and disruptiveâ€, the Congressâ€™ political resolution said the BJP's move to hold simultaneous elections is â€œmisplacedâ€ and is â€œincompatible with the Constitution, as also impracticalâ€. The resolution also called for reverting to the old practice of paper ballot, as adopted by other major democracies, to help restore the credibility of the electoral process. This, the party said, was necessary as there were misgivings on the â€œmisuseâ€ of EVMs to â€œmanipulate the outcome contrary to popular verdictâ€. Facing the challenge of defections in the party, with the BJP poaching many of its leaders, the party sought debarring defectors from contesting elections for six years to check the â€œbrazen misuse of money power to create political instabilityâ€. On corruption, the party said that the BJP government â€œlacks sincerity in fighting corruption, to ensure transparency and accountabilityâ€. The nation today faces serious challenges to its security both internal and external. Terrorism, insurgency, attacks along the LOC and International border and Left-Wing extremism are grave threats to internal security, the resolution noted. The Congress said the judicial system needed urgent reforms for effective and timely dispensation of justice. The Congressâ€™ political resolution called upon the media to restore the balance in national narrative to safeguard democracy. The creation of Telangana and the successor state of Andhra Pradesh was enacted through the AP Reorganisation Act by the UPA government in 2014, only after consensus by all the major political parties present in the erstwhile Andhra Pradesh. Dr. Manmohan Singh announced the award in Special Category Status of Andhra Pradesh among other things in Parliament on 20 February 2014. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
90,Rajesh Jain,UP-Bihar Bypolls: 3 Takeaways for the BJP and a WarningÂ  - The Quint,"In the previous   and video, we discussed the three winners â€“ Mayawati, the RJD and Caste, and three losers â€“ Nitish, the Congress and the BJP. In this column, we will discuss the three takeaways for the Bharatiya Janata Party â€“ it needs 50 percent vote-share, which will not come via division, and so it needs a switch to prosperity. There is also a warning being sent by voters is in the form of a reminder to PM Narendra Modi of a promise he had made in the 2014 campaign â€“ which he has forgotten, but the voters have not. During the 2014 elections, a few of us involved in the campaign would talk about the BJP needing to cross 40 percent vote-share in UP to win a large number of seats. It did just that. The game has now changed. The non-BJP parties face an existential challenge â€“ form an alliance or perish. This in turn means that the BJP now has to aim to win a majority of the votes cast â€“ 50 percent or higher. The BJP did this in exactly half (141) of the 282 seats it won in 2014. To win 50 percent or more, the BJP will not be able to play on divisions based on caste, community or class. The playbook of the past will not provide a guide to the future. It also will not be able to simply make promises. It will now be judged based on its performance both at the Centre and in the states it controls. While PM Modi is its vote-catcher, the novelty factor has worn off. Polarisation and splitting will not be as effective for BJP to cross the majority threshold in seats it hopes to win. What the BJP will need to do is to make a switch to prosperity not just in its messaging but also in its actions. Prosperity is the key to a happy and growing nation. Prosperity is not about a gas cylinder, an electricity connection, a bank account, an insurance scheme or a loan waiver. Prosperity can trump all electoral gimmicks of parties; it can beat Mandal and Mandir. Indiaâ€™s future elections will increasingly be fought on economic issues, with voters asking â€“ â€œWhatâ€™s in it for me?â€ Real and structural reforms in education, healthcare, labour, land, agriculture, bureaucracy, police, judiciary combined with privatisation, deregulation and devolution of powers to cities can truly transform India and make Indians prosperous. Modiâ€™s BJP still has the Lok Sabha majority to pull this off in the remainder of its term. Talk to people and ask them the one specific promise of Narendra Modi they remember from the 2014 campaign, and the inevitable answer is â€œ Rs 15 lakh to every poor familyâ€. This promise to them meant performance, prosperity,  ,  , end of corruption and a better tomorrow. No   or   talk can hide the lack of real delivery and performance on the ground. If there is one thing that Modi needs to focus on in his current term, it is this â€“ how can he fulfil the spirit of the Rs 15 lakh promise he made to Indians. By focusing on this and working like an entrepreneur heading a political startup, he can unleash an array of reforms that can crush Indiaâ€™s anti-prosperity machine. If he does not do it, we must unite and make it happen. It can be done, and starting next week, I will show you, Modi and every aspirant for the job of Indiaâ€™s First Prosperity Prime Minister how that Rs 15 lakh promise can be kept and how it can transform your life.     (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
91,Vipin Pubby,Sorry Times for Kejriwal as Apology Causes Trust Breakdown in AAP - The Quint,"The Aam Aadmi Party (AAP), which has been hurtling from one crisis to another after its stunning victory in the Delhi Assembly elections, is now facing an existential crisis in Punjab. The apology tendered by the party supremo and Delhi Chief Minister Arvind Kejriwal to Akali leader Bikram Singh Majithia in a drug-related defamation case, has led to revolt by top state leaders of the party. The news came as such a stunning blow to them that most of them are now considering breaking away from the party. Punjabâ€™s drug menace was one of the foremost issues raised by the AAP during the run-up to the campaign for the Assembly elections in the state last year. In fact, the Congress and the AAP had been trying to outdo each other by raking up the issue at all election rallies. It was then that Majithia had emerged as the mascot of political support for drug trafficking in the state. The dragging of his name was particularly damaging to the Parkash Singh Badal government as, besides being a minister, he is also the brother of Union Minister Harsimrat Kaur Badal and brother-in-law of former Deputy Chief Minister Sukhbir Singh Badal. And now, the unqualified apology by Kejriwal has left the state unit of the party in a tizzy. The top state leaders, who were neither consulted nor informed about the move, donâ€™t know where to hide. This was an issue they had been taking up inside and outside the Assembly. They had also been highly critical of the Amarinder Singh government for not taking action against Majithia. Majithia was prompt in holding a press conference and displaying the copy of the letter through which Kejriwal had tendered the apology. He praised the Delhi CM for his â€œmagnanimity and statesmanshipâ€, while distributing copies of the written apology (submitted by Kejriwal in the courts), which stated that the allegations made by the the CM against Majithia were â€œunfoundedâ€. Senior AAP leader and Leader of Opposition in the State Assembly, Sukhpal Singh Khaira, was the first to go public with a tweet that said he was â€œappalled and stunnedâ€ by the apology. Another prominent AAP leader and journalist Kanwar Sandhu tweeted that the apology was a â€œlet downâ€. AAPâ€™s state President Bhagwant Mann, who is also a Lok Sabha member, and the Co-President Aman Arora resigned from their posts. Even the Lok Insaf Party, which had an alliance with the AAP and had won two seats, broke off its ties with the latter. The party had won just four Lok Sabha seats from Punjab when the Modi-led BJP swept the 2014 elections in the country. The AAP had failed to win a seat even in Delhi, its stronghold. However, it took just about a year to witness the suspension of two of the four Punjab MPs. Professor Dharamvir Gandhi and Harinder Singh Khalsa were suspended from the party for anti-party activities and continue to remain suspended. They didnâ€™t even campaign for party candidates during the 2017 Assembly elections. Shortly before the Assembly elections, the party removed its state President Sucha Singh Chhotepur on the allegations that he took money from a ticket aspirant. Subsequently, the party appointed its leaders from Delhi to finalise candidates. The choice of candidates led to much dismay and resentment among party cadres. Some of the candidates had a shady past or were not known in their areas. It was well known that the state unit leaders had not been sharing cordial relations with the central leaders and there was a general lack of communication. It is no surprise, therefore, that there was absolutely no communication or discussion on the apology tendered by Kejriwal. The mutual suspicion and mistrust seems to have reached its breaking point now. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
92,IANS,Gorakhpur Made BJP Realise Even This Can Happen: Rajnath Singh - The Quint,"Union Home Minister Rajnath Singh on Saturday, 17 March, said the loss in Uttar Pradesh bypolls made the the Bharatiya Janata Party realise that ""even this can happen"" but ""it will not happen again"". The minister's statement came days after the BJP suffered a double jolt as it was trounced in the Uttar Pradesh Lok Sabha bypolls for the Gorakhpur and Phulpur and in Bihar's Araria. â€œIt happened, will not happen again. We realised even this can also happen,"" the minister said, addressing the CNN News18 Rising India Summit. Gorakhpur was held by Uttar Pradesh Chief Minister Yogi Adityanath for five consecutive terms, while Deputy Chief Minister Keshav Prasad Maurya was Phulpur's elected Lok Sabha representative. Commenting on Congress President Rahul Gandhi's statement that the country was rising against the BJP, Singh said: On being asked if he harboured the dream of being Prime Minister one day, he said he was not ""over ambitious"". Asked whether the interference by Art of Living founder Sri Sri Ravi Shankar in the Ram Janmabhoomi issue was right, Rajnath Singh said: ""We cannot stop him from mediating in the issue. As far as the government is concerned, the matter is sub-judice"". Replying to a question if the Jawaharlal Nehru University was creating problem in the internal security, the Minister said he didn't think so, adding: (The Quint is now on WhatsApp. To receive handpicked stories on topics you care about, subscribe to our WhatsApp services. Just go to   and hit the Subscribe button.",quint,left,business
93,Rajesh Jain,Winners & Losers of UP-Bihar Bypolls: Is Regime Change in the Air? - The Quint,"Indian politics is getting very exciting. The discontent of voters now seems to be turning into anger. If the recent election results are anything to go by, regime change seems to be in the air. The outcome of the bypolls in UP and Bihar have also captured the headlines. More importantly, there are three takeaways and a warning â€“ which we will cover in the next column and video. Without contesting either of the two UP seats in Phulpur or Gorakhpur, Mayawati is the biggest winner. By ensuring a transfer of her votes to SP, she has shown she holds the trump card in deciding who wins UP, and therefore India. Her asking price will see an extra zero now added to it. Without Lalu Prasad Yadav, it was expected that his party would fade away. This has not happened. It retained the Araria Lok Sabha seat in Bihar. The RJD is very much alive and kicking, and has the potential to hurt BJPâ€™s Bihar ambitions. Without the feel-good factor in terms of jobs and economic growth, it is caste that counts in the Hindi heartland. This is because people perhaps feel a sense of  setting in against the BJP, whom they trusted with a handsome mandate in 2014, and in the UP assembly elections of 2017. Because Nitishâ€™s JD(U) failed to transfer its votes to the BJP, there will surely be a rethink in the BJP about the alliance. Nitish has lost face with this defeat, and given an opening to a leaderless RJD. Because it really had no business contesting the UP bypolls, Congress too has suffered. It is better off pulling out from UP and Bihar to prevent a division of the anti-BJP votes, and focus on fighting the 150 Lok Sabha seats, where it is the principal opponent of the BJP. Since headline management and narrative control is so important for the BJP, it had no business losing the two important seats in UP. Politics is all about perception, and the aura of invincibility is slowly breaking in the land which delivered most of its seats. The warning is in the form of a reminder to Narendra Modi of a promise he had made in the 2014 campaign â€“ which he has forgotten, but voters have not. Stay tuned for this next column and video.       (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
94,PTI,"Loss of Rs 36,000 Cr in Rafale Deal as Army Begs for Money: RaGa - The Quint","Congress president Rahul Gandhi on Friday, 16 March, again trained his guns on the government over the Rafale fighter jets deal, alleging that it had caused a loss of Rs 36,000 crore to the state exchequer, even as the army ""begs"" for more money. He also alleged that Dassault Aviation, the French company that manufactured the fighter jets, had called the ""lie"" of ""RM"" (Raksha Mantri or Defence Minister) Nirmala Sitharaman by releasing the price of the aircraft. ""Dassault called RM's lie and released prices paid per RAFALE plane in report: Qatar = 1319 Cr, MODI = 1670 Cr, MMS = 570 Cr. ""1100 Cr per plane or 36,000 Cr i.e 10 percent of our Defence budget, in the pocket. Meanwhile, our Army begs our Govt. for money (sic),"" the Congress leader said on Twitter. Gandhi has been attacking the BJP-led government over the defence deal, alleging that it has caused a huge loss to the state exchequer. He has also questioned Prime Minister Narendra Modi's silence on the issue. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,political
95,The Quint,Business News Today: Vehicle Scrap Policy Gets Go Ahead; Flipkartâ€™s Wallmart Deal,"Per capita wealth changed very little across countries, even falling in 25 countries, between 1995 and 2014, a new World Bank report by Glenn-Marie Lange and co-authors shows. The report attempts to provide a more comprehensive measure of economic progress than gross domestic product (GDP) alone by considering the combined wealth from four different sources: produced capital (plants and factories), human capital, financial capital and natural capital (resources such as forests, minerals, etc). Low-income countries, where natural capital constituted a major share of wealth, doubled their wealth between 1995 and 2014, the report shows. But on a per capita basis, their wealth grew by only 17 percent over this period due to high population growth. South Asia saw among the biggest gains in per capita wealth over the past two decades, the report shows. But countries such as Bangladesh and Sri Lanka saw faster growth in per capita wealth compared with India because of gains in human capital formation. The British judge hearing the extradition case of liquor baron Vijay Mallya on Friday, 16 March, said that it was â€œblindingly obviousâ€ that rules were being broken by Indian banks which sanctioned some of the loans to the erstwhile Kingfisher Airlines. Presiding over a hearing at Westminster Magistrates' Court in London, Judge Emma Arbuthnot directed the Crown Prosecution Service (CPS), arguing on behalf of the Indian government, to provide a breakdown of where some of the emails and documentary evidence presented in the case came from. The hearing on Friday marked the effective end of oral arguments in the case, which will now return to the court on 27 April. Read the full story on  The Union government said on Friday, 16 March, that one-fourth of all foreign branches of public sector banks reported losses last financial year. ""As per data reported by PSBs, 159 branches of PSBs are operating in foreign countries, of which 41 branches were in the loss in the financial year 2016-17,"" Minister of State Finance Ministry Shiv Pratap Shukla informed the Lok Sabha on Friday. A few of Flipkart Ltdâ€™s investors recently raised their valuation of Indiaâ€™s largest online retailer, breaking a long spell of markdowns, and possibly aiding the company in seeking a close to $20 billion valuation from Walmart. Morgan Stanley, Valic Company, Vanguard and Optimum Fund have in recent markups valued Flipkart at between $11 billion and $19 billion. That comes after two years of aggressive markdowns, the biggest in 2016 when Morgan Stanley-managed mutual fund, Morgan Stanley Select Dimensions Investment Series, valued Flipkart at $52.13 a share â€“ or $5.54 billion. The much-awaited vehicle scrap policy was given 'in-principle' approval at a high-level meeting at the PMO to pave way for mandatorily disposal of commercial vehicles (CV) that are more than 20 years old from 1 April 2020, an official said. The development follows Road, Transport and Highways Minister Nitin Gadkari's announcement that the Vehicles Scrapping Policy, aimed at curbing vehicular pollution, has almost been finalised. ""A high-level meeting, chaired by Principal Secretary to the prime minister and comprising secretaries from different ministries in principle approved the vehicle scrapping policy today,"" the official, who did not wish to be quoted, said. The policy will be effective from 1 April 2020, and life of the commercial vehicle for scrapping has been fixed at 20 years, the official added. The benchmark Nifty on Friday, 16 March, posted its second-worst single-day fall of 2018 due to global and domestic political concerns. The escalation of the war of words between the US and China, the worldâ€™s two largest economies, sparked fears of a global trade war. This, coupled with a no-confidence notice against the Narendra Modi-led government, weighed on investor sentiment. This resulted in most Asian markets ending with losses. India was one of the worst-performing markets globally on Friday. The Nifty 50 index ended 1.6 percent lower to close at 10,195.15, the biggest fall since 2 February, while the Sensex closed at 33,176, down 510 points or 1.51 per cent, the most since 6 February. Nirmal Jain has hit the jackpot serving the new rich in the worldâ€™s fastest-growing major economy. The Mumbai bankerâ€™s $20 billion private-wealth-management unit became Indiaâ€™s biggest by assets and helped make him a billionaire. The nationâ€™s demographics are a driving force, as well as Prime Minister Narendra Modiâ€™s efforts to withdraw Indiaâ€™s biggest bills from circulation, which has pushed savings into the financial system. Indiaâ€™s young and thriving workforce will support its growth for years to come, Jain, 51, said in a phone interview, pointing out that millennials account for about a third of the countryâ€™s population and most of the income. â€œMost of it is first-generation wealth, so your clients are pretty hands-on,â€ Jain said. â€œItâ€™s not that they inherited wealth, so they have a lot of passion and attachment to wealth and its performance.â€ The government has so far sanctioned more than Rs 10,000 crore in refunds to exporters for Integrated Goods and Services Tax paid by them, the Central Bureau of Excise and Customs said. The CBEC received claims for refunds of about Rs 17,000 crore, but some of them couldnâ€™t be processed due to errors made by exporters, a government official later told   requesting anonymity. There is a mismatch in the invoice number, taxable value and the amount of IGST paid mentioned in shipping invoices versus GST returns filed by exporters, CBEC had said in an earlier notification. Errors also include incorrect shipping bill and GST identification numbers. Since claims of exporters were not being processed due to this mismatch, CBEC had decided to manually match GST invoices and shipping bills filed till 31 December 2017 to expedite refunds. Zee Entertainment Enterprises Ltd (ZEEL) on Friday, 16 March, said its proposed acquisition of two media entities, 9X Media Pvt Ltd and INX Music Pvt Ltd, have been called off due to non-completion of certain material conditions. Last year in October, the company had announced that it would acquire 100 percent stake in 9X Media and INX Music in a Rs 160-crore cash deal. As per the proposal, ZEEL was to acquire 91,453,000 equity shares of Rs 10 each of 9X Media for a consideration of Rs 155.20 crore. Besides, it was also to acquire 13,39,556 equity shares of Rs 10 each of INX Music constituting 29.15 per cent stake for Rs 4.80 crore. The remaining 70.85 per cent in INX Music stake is owned by 9X Media and therefore consequent to the transaction, INX will become a wholly-owned subsidiary of ZEEL, the company had said then. (What does the first-time woman voter want? The Quint's   campaign is telling you. ",quint,left,business
